codigo_favorecido,nome_favorecido,codigo_municipio_siafi
10130755000164,MUNICIPIO DE ANGELIM,2319
01613860000163,MUNICIPIO DE ARACOIABA,544
11040854000118,MUNICIPIO DE ARARIPINA,2321
10105955000167,MUNICIPIO DE ARCOVERDE,2323
30451030000185,SECRETARIA MUNICIPAL DE EDUCACAO,2325
10110989000140,MUNICIPIO DE BARREIROS,2327
10184703000170,MUNICIPIO DE BELEM DE MARIA,2329
10113728000183,MUNICIPIO DE BELEM DE SAO FRANCISCO,2331
10260222000105,MUNICIPIO DE BELO JARDIM,2333
10287373000149,MUNICIPIO DE BETANIA,2335
10091510000175,MUNICIPIO DE BEZERROS,2337
11040862000164,MUNICIPIO DE BODOCO,2339
11285954000104,MUNICIPIO DE BOM CONSELHO,2341
10293074000117,MUNICIPIO DO BOM JARDIM,2343
10121515000101,MUNICIPIO DE BONITO,2345
10131076000100,MUNICIPIO DE BREJAO,2347
11358173000100,MUNICIPIO DE BREJINHO,2349
10091528000177,MUNICIPIO DO BREJO DA MADRE DE DEUS,2351
10165165000177,MUNICIPIO DE BUENOS AIRES,2353
10105963000103,MUNICIPIO DE BUIQUE,2355
11294402000162,MUNICIPIO DO CABO DE SANTO AGOSTINHO,2357
10113710000181,MUNICIPIO DE CABROBO,2359
10091619000102,MUNICIPIO DE CACHOEIRINHA,2361
10131720000140,MUNICIPIO DE CAETES,2363
11034741000100,MUNICIPIO DE CALCADO,2365
10279107000174,MUNICIPIO DE CALUMBI,2367
08260663000157,MUNICIPIO DE CAMARAGIBE,2629
10766129000169,MUNICIPIO DE CAMOCIM DE SAO FELIX,2369
11362779000101,MUNICIPIO DE CAMUTANGA,2371
10132777000163,MUNICIPIO DE CANHOTINHO,2373
11256088000123,MUNICIPIO DE CAPOEIRAS,2375
11367414000170,MUNICIPIO DE CARNAIBA,2377
35444991000186,MUNICIPIO DE CARNAUBEIRA DA PENHA,2635
30784957000137,SECRETARIA MUNICIPAL DE EDUCACAO,2379
11097342000198,MUNICIPIO DE CARPINA,2379
10091536000113,MUNICIPIO DE CARUARU,2381
30924834000154,SECRETARIA DE EDUCACAO,2381
31041466000169,"SECRETARIA DE EDUCACAO, CULTURA E DESPORTOS",546
10186138000180,MUNICIPIO DE CATENDE,2383
11361219000132,MUNICIPIO DE CEDRO,2385
11049798000182,MUNICIPIO DE CHA DE ALEGRIA,2387
11049806000190,MUNICIPIO DE CHA GRANDE,2389
10150068000100,MUNICIPIO DE CONDADO,2391
11286358000149,MUNICIPIO DE CORRENTES,2393
10273548000169,MUNICIPIO DE CORTES,2395
11097391000120,MUNICIPIO DE CUMARU,2397
10191799000102,MUNICIPIO DE CUPIRA,2399
11358165000156,MUNICIPIO DE CUSTODIA,2401
11294303000180,MUNICIPIO DE ESCADA,2403
11040870000100,MUNICIPIO DE EXU,2405
11097243000106,MUNICIPIO DE FEIRA NOVA,2407
11361870000102,MUNICIPIO DE FERREIROS,2409
10347466000111,MUNICIPIO DE FLORES,2411
10113736000120,MUNICIPIO DE FLORESTA,2413
11361854000110,MUNICIPIO DE FREI MIGUELINHO,2415
11343902000147,MUNICIPIO DE GAMELEIRA,2417
11303906000100,MUNICIPIO DE GARANHUNS,2419
11049814000137,MUNICIPIO DE GLORIA DO GOITA,2421
10150043000107,MUNICIPIO DE GOIANA,2423
11040888000102,MUNICIPIO DE GRANITO,2425
30307951000179,SECRETARIA DE EDUCACAO DE GRAVATA,2427
11049830000120,MUNICIPIO DE GRAVATA,2427
11286374000131,MUNICIPIO DE IATI,2429
10105971000150,MUNICIPIO DE IBIMIRIM,2431
11256062000185,MUNICIPIO DE IBIRAJUBA,2433
10359560000190,MUNICIPIO DE IGARASSU,2435
11368966000100,MUNICIPIO DE IGUARACI,2437
09680315000100,MUNICIPIO DE ILHA DE ITAMARACA,2451
10106219000123,MUNICIPIO DE INAJA,2439
30329845000196,"SECRETARIA DE EDUCACAO, TURISMO E DESPORTOS DE INGAZEIRA",2441
30640749000164,SECRETARIA MUNICIPAL DE EDUCACAO DO IPOJUCA,2443
11294386000108,MUNICIPIO DE IPOJUCA,2443
18203223000111,FNDE - SECRETARIA MUNICIPAL DE EDUCAO DE IPUBI -PE,2445
10114502000105,MUNICIPIO DE ITACURUBA,2447
11286382000188,MUNICIPIO DE ITAIBA,2449
31044275000150,SECRETARIA MUNICIPAL DE EDUCACAO,2449
10150050000109,MUNICIPIO DE ITAMBE,2597
11358157000100,MUNICIPIO DE ITAPETIM,2453
08637399000128,MUNICIPIO DE ITAPISSUMA,2633
10150076000157,MUNICIPIO DE ITAQUITINGA,2455
10377679000196,MUNICIPIO DE JABOATAO DOS GUARARAPES,2457
01613989000171,MUNICIPIO DE JAQUEIRA,548
10091544000160,MUNICIPIO DE JATAUBA,2459
01614878000180,MUNICIPIO DE JATOBA,550
11097359000145,MUNICIPIO DE JOAO ALFREDO,2461
10192441000196,MUNICIPIO DE JOAQUIM NABUCO,2463
35450790000191,MUNICIPIO DE JUCATI,2295
10140978000102,MUNICIPIO DE JUPI,2465
10141489000175,MUNICIPIO DE JUREMA,2467
30957190000109,SECRETARIA DE EDUCACAO,2289
11097250000108,MUNICIPIO DE LAGOA DO ITAENGA,2469
11286267000103,MUNICIPIO DE LAGOA DO OURO,2471
10192854000170,MUNICIPIO DA LAGOA DOS GATOS,2473
01613731000175,MUNICIPIO DE LAGOA GRANDE,552
10143246000176,MUNICIPIO DE LAJEDO,2475
12570642000105,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,2477
11097292000149,MUNICIPIO DE LIMOEIRO,2477
31261534000103,SECRETARIA MUNICIPAL DE EDUCACAO,2479
11097375000138,MUNICIPIO DE MACHADOS,2481
01626099000102,MUNICIPIO DE MANARI,554
30790005000126,SECRETARIA MUNICIPAL DE EDUCACAO,2483
11043312000107,MUNICIPIO DE MIRANDIBA,2485
11361227000189,MUNICIPIO DE MOREILANDIA,2585
11049822000183,MUNICIPIO DE MORENO,2487
10166817000198,MUNICIPIO DE NAZARE DA MATA,2489
10404184000109,MUNICIPIO DE OLINDA,2491
10294254000113,MUNICIPIO DE OROBO,2493
10114767000103,MUNICIPIO DE OROCO,2495
11040904000167,MUNICIPIO DE OURICURI,2497
10212447000188,MUNICIPIO DE PALMARES,2499
10144038000191,MUNICIPIO DE PALMEIRINA,2501
10215176000114,MUNICIPIO DE PANELAS,2503
10144426000172,MUNICIPIO DE PARANATAMA,2505
11361235000125,MUNICIPIO DE PARNAMIRIM,2507
11097300000157,MUNICIPIO DE PASSIRA,2509
11097383000184,MUNICIPIO DE PAUDALHO,2511
10408839000117,MUNICIPIO DE PAULISTA,2513
10106227000170,MUNICIPIO DE PEDRA,2515
10264406000135,MUNICIPIO DE PESQUEIRA,2517
10106235000116,MUNICIPIO DE PETROLANDIA,2519
10358190000177,MUNICIPIO DE PETROLINA,2521
10265429000164,MUNICIPIO DE POCAO,2523
11049848000121,MUNICIPIO DE POMBOS,2525
11294378000161,MUNICIPIO DE PRIMAVERA,2527
10145225000190,MUNICIPIO DE QUIPAPA,2529
35445527000104,MUNICIPIO DE QUIXABA,2637
30616337000199,SECRETARIA DE EDUCACAO DA PREFEITURA DO RECIFE,2531
10091551000161,MUNICIPIO DE RIACHO DAS ALMAS,2533
31157861000101,SECRETARIA MUNICIPAL DA EDUCACAO,2535
10291177000148,MUNICIPIO DE RIO FORMOSO,2537
10122307000119,MUNICIPIO DE SAIRE,2539
11097367000191,MUNICIPIO DE SALGADINHO,2541
11361243000171,MUNICIPIO DE SALGUEIRO,2543
11455714000100,MUNICIPIO DE SALOA,2545
11044906000124,MUNICIPIO DE SANHARO,2547
24301475000186,MUNICIPIO DE SANTA CRUZ,2297
35445485000101,MUNICIPIO DE SANTA CRUZ DA BAIXA VERDE,2639
30261313000164,SECRETARIA DE EDUCACAO,2549
10091569000163,MUNICIPIO DE SANTA CRUZ DO CAPIBARIBE,2549
01613732000110,MUNICIPIO DE SANTA FILOMENA,556
10358182000120,MUNICIPIO DE SANTA MARIA DA BOA VISTA,2551
11361730000134,MUNICIPIO DE SANTA MARIA DO CAMBUCA,2553
11358140000152,MUNICIPIO DE SANTA TEREZINHA,2555
30890166000191,SECRETARIA DE EDUCACAO E DESPORTO,2557
10091577000100,MUNICIPIO DE SAO BENTO DO UNA,2559
12130524000186,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,2561
06079334000189,SECRETARIA MUNICIPAL DE EDUCACAO DE SAO CAETANO,2561
05724550000177,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SAO JOAO-PE,2563
10146371000130,MUNICIPIO DE SAO JOAO,2563
10122661000143,MUNICIPIO DE SAO JOAQUIM DO MONTE,2565
10111631000131,MUNICIPIO DE SAO JOSE DA COROA GRANDE,2567
10280055000156,MUNICIPIO DE SAO JOSE DO BELMONTE,2569
11354180000126,MUNICIPIO DE SAO JOSE DO EGITO,2571
11251832000105,MUNICIPIO DE SAO LOURENCO DA MATA,2573
11361896000150,MUNICIPIO DE SAO VICENTE FERRER,2575
10282945000105,MUNICIPIO DE SERRA TALHADA,2577
14621681000110,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,2579
11361250000173,MUNICIPIO DE SERRITA,2579
11358116000113,MUNICIPIO DE SERTANIA,2581
10292209000120,MUNICIPIO DE SIRINHAEM,2583
10348050000118,MUNICIPIO DE SOLIDAO,2587
11361862000166,MUNICIPIO DE SURUBIM,2589
10349041000141,MUNICIPIO DE TABIRA,2591
10091601000100,MUNICIPIO DE TACAIMBO,2593
10106243000162,MUNICIPIO DE TACARATU,2595
01596018000160,MUNICIPIO DE TAMANDARE,558
10091593000100,MUNICIPIO DE TAQUARITINGA DO NORTE,2599
11286366000195,MUNICIPIO DE TEREZINHA,2601
11361201000130,MUNICIPIO DE TERRA NOVA,2603
05608645000125,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,2605
11361904000169,MUNICIPIO DE TIMBAUBA,2605
11256054000139,MUNICIPIO DE TORITAMA,2607
10167310000159,MUNICIPIO DE TRACUNHAEM,2609
11040912000103,MUNICIPIO DE TRINDADE,2611
11350659000194,MUNICIPIO DE TRIUNFO,2613
10106250000164,MUNICIPIO DE TUPANATINGA,2615
11358124000160,MUNICIPIO DE TUPARETAMA,2617
10106268000166,MUNICIPIO DE VENTUROSA,2619
11348570000193,MUNICIPIO DE VERDEJANTE,2621
40893646000160,MUNICIPIO DE VERTENTE DO LERIO,2291
10296887000160,MUNICIPIO DE VERTENTES,2623
10168235000140,MUNICIPIO DE VICENCIA,2625
11049855000123,MUNICIPIO DE VITORIA DE SANTO ANTAO,2627
12888517000148,MUNICIPIO DE XEXEU,2293
01612559000135,MUNICIPIO DE ACAUA,266
06554976000192,MUNICIPIO DE AGRICOLANDIA,1001
06554760000127,MUNICIPIO DE AGUA BRANCA,1003
07450778000141,MUNICIPIO DE ALAGOINHA DO PIAUI,9767
41522152000131,MUNICIPIO DE ALEGRETE DO PIAUI,2269
24644399000101,SECRETARIA DE EDUCACAO,1005
06554794000111,MUNICIPIO DE ALTOS,1007
01612562000159,MUNICIPIO DE ALVORADA DO GURGUEIA,268
06636849000132,MUNICIPIO DE AMARANTE-SECRETARIA MUNICIPAL DE EDUCACAO,1009
06554752000180,MUNICIPIO DE ANGICAL DO PIAUI,1011
06553630000170,MUNICIPIO DE ANISIO DE ABREU,1013
06554018000111,MUNICIPIO DE ANTONIO ALMEIDA,1015
06554984000139,MUNICIPIO DE AROAZES,1017
07165549000185,MUNICIPIO DE AROEIRAS DO ITAIM,1188
06554026000168,MUNICIPIO DE ARRAIAL,1019
01612561000104,MUNICIPIO DE ASSUNCAO DO PIAUI,270
06554281000100,MUNICIPIO DE AVELINO LOPES,1021
41522178000180,MUNICIPIO DE BAIXA GRANDE DO RIBEIRO,2245
01612565000192,MUNICIPIO DE BARRA D'ALCANTARA,272
06554406000100,MUNICIPIO DE BARRAS,1023
06554224000121,MUNICIPIO DE BARREIRAS DO PIAUI,1025
06554745000189,MUNICIPIO DE BARRO DURO,1027
06553903000186,MUNICIPIO DE BATALHA,1029
01612558000190,MUNICIPIO DE BELA VISTA DO PIAUI,274
01612560000160,MUNICIPIO DE BELEM DO PIAUI,276
10655984000100,SECRETARIA MUNICIPAL DA EDUCACAO,1031
06554034000104,MUNICIPIO DE BERTOLINIA,1033
01612622000133,MUNICIPIO DE BETANIA DO PIAUI,278
01612568000126,MUNICIPIO DE BOA HORA,280
06553689000168,MUNICIPIO DE BOCAINA,1035
06554356000153,MUNICIPIO DE BOM JESUS,1037
41522194000172,MUNICIPIO DE BOM PRINCIPIO DO PIAUI,2287
30659961000173,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, DESPORTO E LAZER",2251
01612566000137,MUNICIPIO DE BOQUEIRAO DO PIAUI,282
41522236000175,MUNICIPIO DE BRASILEIRA,2283
22578607000196,"MUNICIPIO DE BREJO DO PIAUI - SECRETARIA DE EDUCACAO, ESPORTES, LAZER E TURISMO",284
06554455000135,MUNICIPIO DE BURITI DOS LOPES,1039
07765292000100,MUNICIPIO DE BURITI DOS MONTES- FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,1297
41522251000113,MUNICIPIO DE BURITI DOS MONTES,1297
41522277000161,MUNICIPIO DE CABECEIRAS DO PIAUI,1299
01612573000139,MUNICIPIO DE CAJAZEIRAS DO PIAUI,286
01612620000144,MUNICIPIO DE CAJUEIRO DA PRAIA,288
41522293000154,MUNICIPIO DE CALDEIRAO GRANDE DO PIAUI,2271
06553978000167,MUNICIPIO DE CAMPINAS DO PIAUI,1041
01612564000148,MUNICIPIO DE CAMPO ALEGRE DO FIDALGO,290
01612570000103,MUNICIPIO DE CAMPO GRANDE DO PIAUI,292
01612754000165,MUNICIPIO DE CAMPO LARGO DO PIAUI,294
06075118000165,SECRETARIA MUNICIPAL DE EDUCACAO,1043
41522319000164,MUNICIPIO DE CANAVIEIRA,2247
06554042000150,MUNICIPIO DE CANTO DO BURITI,1045
06553879000185,MUNICIPIO DE CAPITAO DE CAMPOS,1047
01612569000170,MUNICIPIO DE CAPITAO GERVASIO OLIVEIRA,296
06553622000123,MUNICIPIO DE CARACOL,1049
01612617000120,MUNICIPIO DE CARAUBAS DO PIAUI,298
01612575000128,MUNICIPIO DE CARIDADE DO PIAUI,300
06554315000167,MUNICIPIO DE CASTELO DO PIAUI,1051
01612618000175,MUNICIPIO DE CAXINGO,302
06553895000178,MUNICIPIO DE COCAL,1053
01612574000183,MUNICIPIO DE COCAL DE TELHA,304
01612572000194,MUNICIPIO DE COCAL DOS ALVES,306
41522335000157,MUNICIPIO DE COIVARAS,995
41522350000103,MUNICIPIO DE COLONIA DO GURGUEIA,2249
41522376000143,MUNICIPIO DE COLONIA DO PIAUI,2253
06553697000104,MUNICIPIO DE CONCEICAO DO CANINDE,1055
41522160000188,MUNICIPIO DE CORONEL JOSE DIAS,2255
06554257000171,MUNICIPIO DE CORRENTE,1057
06554299000102,MUNICIPIO DE CRISTALANDIA DO PIAUI,1059
06554364000108,MUNICIPIO DE CRISTINO CASTRO,1061
06554273000164,MUNICIPIO DE CURIMATA,1063
01612752000176,MUNICIPIO DE CURRAIS,308
01612556000100,MUNICIPIO DE CURRAL NOVO DO PIAUI,312
01612579000106,MUNICIPIO DE CURRALINHOS,310
06554885000157,MUNICIPIO DE DEMERVAL LOBAO,1065
07102106000145,MUNICIPIO DE DIRCEU ARCOVERDE,1229
06553705000112,MUNICIPIO DE DOM EXPEDITO LOPES,1067
23500002000145,MUNICIPIO DE DOM INOCENCIO,1289
06553911000122,MUNICIPIO DE DOMINGOS MOURAO,1141
06554844000160,MUNICIPIO DE ELESBAO VELOSO,1069
06554059000108,MUNICIPIO DE ELISEU MARTINS,1071
06554174000182,MUNICIPIO DE ESPERANTINA,1073
41522384000190,MUNICIPIO DE FARTURA DO PIAUI,2257
06554158000190,MUNICIPIO DE FLORES DO PIAUI,1075
01612578000161,MUNICIPIO DE FLORESTA DO PIAUI,314
06554067000154,MUNICIPIO DE FLORIANO,1077
10640559000130,MUNICIPIO DE FLORIANO - SECRETARIA DE EDUCACAO,1077
31063000000164,SECRETARIA MUNICIPAL DE EDUCACAO,1079
06554075000109,MUNICIPIO DE FRANCISCO AYRES,1081
01612577000117,MUNICIPIO DE FRANCISCO MACEDO,316
06553713000169,MUNICIPIO DE FRANCISCO SANTOS,1083
06553721000105,MUNICIPIO DE FRONTEIRAS,1085
01499149000120,MUNICIPIO DE GEMINIANO,318
06554216000185,MUNICIPIO DE GILBUES,1087
06554083000147,MUNICIPIO DE GUADALUPE,1089
01612576000172,MUNICIPIO DE GUARIBAS,320
06554927000150,MUNICIPIO DE HUGO NAPOLEAO,1091
01612581000185,MUNICIPIO DE ILHA GRANDE,322
04336646000103,"MUNICIPIO DE INHUMA - SECRETARIA DE EDUCACAO, CULTURA E DESPORTO",1093
06553747000153,MUNICIPIO DE IPIRANGA DO PIAUI,1095
06553986000103,MUNICIPIO DE ISAIAS COELHO,1097
06553754000155,MUNICIPIO DE ITAINOPOLIS,1099
06554091000193,MUNICIPIO DE ITAUEIRA,1101
41522368000105,MUNICIPIO DE JACOBINA DO PIAUI,2273
06553762000100,MUNICIPIO DE JAICOS,1103
41522343000101,MUNICIPIO DE JARDIM DO MULATO,997
01612557000146,MUNICIPIO DE JATOBA DO PIAUI,324
06554109000157,MUNICIPIO DE JERUMENHA,1105
01612580000130,MUNICIPIO DE JOAO COSTA,326
06554208000139,MUNICIPIO DE JOAQUIM PIRES,1107
01612677000143,MUNICIPIO DE JOCA MARQUES,328
06554786000175,MUNICIPIO DE JOSE DE FREITAS,1109
01612582000120,MUNICIPIO DE JUAZEIRO DO PIAUI,330
01612619000110,MUNICIPIO DE JULIO BORGES,332
01612585000163,MUNICIPIO DE JUREMA,334
06073648000174,MUNICIPIO DE LAGOA ALEGRE - SECRETARIA MUNICIPAL DE EDUCACAO,999
01612584000119,MUNICIPIO DE LAGOA DE SAO FRANCISCO,338
41522301000162,MUNICIPIO DE LAGOA DO BARRO DO PIAUI,2259
01612583000174,MUNICIPIO DE LAGOA DO PIAUI,340
01612588000105,MUNICIPIO DE LAGOA DO SITIO,342
01612587000152,MUNICIPIO DE LAGOINHA DO PIAUI,336
06554117000101,MUNICIPIO DE LANDRI SALES,1111
06554448000133,MUNICIPIO DE LUIS CORREIA,1113
06554190000175,MUNICIPIO DE LUZILANDIA,1115
01612586000108,MUNICIPIO DE MADEIRO,344
06554125000140,MUNICIPIO DE MANOEL EMIDIO,1117
41522269000115,MUNICIPIO DE MARCOLANDIA,2275
06554133000196,MUNICIPIO DE MARCOS PARENTE,1119
01612591000110,MUNICIPIO DE MASSAPE DO PIAUI,346
06554182000129,MUNICIPIO DE MATIAS OLIMPIO,1121
06553614000187,MUNICIPIO DE MIGUEL ALVES,1123
35077931000172,SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA - SEMEC,1125
01612590000176,MUNICIPIO DE MILTON BRANDAO,348
06554877000100,MUNICIPIO DE MONSENHOR GIL,1127
06553770000148,MUNICIPIO DE MONSENHOR HIPOLITO,1129
06554232000178,MUNICIPIO DE MONTE ALEGRE DO PIAUI,1131
01612594000154,MUNICIPIO DE MORRO CABECA NO TEMPO,350
01612593000100,MUNICIPIO DE MORRO DO CHAPEU DO PIAUI,352
01612596000143,MUNICIPIO DE MURICI DOS PORTELAS,354
06554141000132,MUNICIPIO DE NAZARE DO PIAUI,1133
10560403000149,MUNICIPIO DE NAZARIA,1180
01612592000165,MUNICIPIO DE NOSSA SENHORA DE NAZARE,356
06082024000113,SECRETARIA MUNICIPAL DE EDUCACAO,356
06554422000195,MUNICIPIO DE NOSSA SENHORA DOS REMEDIOS,1135
01612599000187,MUNICIPIO DE NOVA SANTA RITA,370
08176178000108,MUNICIPIO DE NOVA SANTA RITA - SECRETARIA DE EDUCACAO,370
06554836000114,MUNICIPIO DE NOVO ORIENTE DO PIAUI,1137
01612598000132,MUNICIPIO DE NOVO SANTO ANTONIO,358
06553937000170,MUNICIPIO DE OEIRAS,1139
01612595000107,MUNICIPIO DE OLHO D'AGUA DO PIAUI,360
06553788000140,MUNICIPIO DE PADRE MARCOS,1143
06553663000110,MUNICIPIO DE PAES LANDIM,1145
01612602000162,MUNICIPIO DE PAJEU DO PIAUI,362
06554372000146,MUNICIPIO DE PALMEIRA DO PIAUI,1147
05560003000101,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,1149
06554851000162,MUNICIPIO DE PALMEIRAIS,1149
30606566000122,SECRETARIA MUNICIPAL DE EDUCACAO,1149
01612601000118,MUNICIPIO DE PAQUETA,364
06554265000118,MUNICIPIO DE PARNAGUA,1151
06554430000131,MUNICIPIO DE PARNAIBA,1153
41522186000126,MUNICIPIO DE PASSAGEM FRANCA DO PIAUI,1293
41522285000108,MUNICIPIO DE PATOS DO PIAUI,2277
04218211000156,MUNICIPIO DE PAU D'ARCO DO PIAUI,1104
06553796000196,MUNICIPIO DE PAULISTANA,1155
01612679000132,MUNICIPIO DE PAVUSSU,366
06553929000124,MUNICIPIO DE PEDRO II,1157
01612600000173,MUNICIPIO DE PEDRO LAURENTINO,368
06553804000102,MUNICIPIO DE PICOS,1159
06554893000101,MUNICIPIO DE PIMENTEIRAS,1161
06553812000140,MUNICIPIO DE PIO IX,1163
06553887000121,MUNICIPIO DE PIRACURUCA,1165
06553861000183,MUNICIPIO DE PIRIPIRI,1167
06554414000149,MUNICIPIO DE PORTO,1169
01613513000130,MUNICIPIO DE PORTO ALEGRE DO PIAUI,372
30293433000143,SECRETARIA MUNICIPAL DE EDUCACAO DE PRATA DO PIAUI,1171
07248518000198,MUNICIPIO DE QUEIMADA NOVA - SECRETARIA DE EDUCACAO,2279
41522202000180,MUNICIPIO DE QUEIMADA NOVA,2279
06074075000101,MUNICIPIO DE REDENCAO DO GURGUEIA - SECRETARIA DE EDUCACAO,1173
06070489000154,MUNICIPIO DE REGENERACAO - SEC. MUNIC.DE EDUCACAO E CULTURA- FUNDER,1175
01612606000140,MUNICIPIO DE RIACHO FRIO,374
01612604000151,MUNICIPIO DE RIBEIRA DO PIAUI,376
06728240000193,MUNICIPIO DE RIBEIRO GONCALVES,1177
06554166000136,MUNICIPIO DE RIO GRANDE DO PIAUI,1179
06553960000165,MUNICIPIO DE SANTA CRUZ DO PIAUI,1181
41522228000129,MUNICIPIO DE SANTA CRUZ DOS MILAGRES,1295
06554240000114,MUNICIPIO DE SANTA FILOMENA,1183
06554398000194,MUNICIPIO DE SANTA LUZ,1185
41522244000111,MUNICIPIO DE SANTA ROSA DO PIAUI,2261
41522137000193,MUNICIPIO DE SANTANA DO PIAUI,2281
06553820000197,MUNICIPIO DE SANTO ANTONIO DE LISBOA,1187
01612603000107,MUNICIPIO DE SANTO ANTONIO DOS MILAGRES,378
06553945000117,MUNICIPIO DE SANTO INACIO DO PIAUI,1189
30044520000167,MUNICIPIO DE SAO BRAZ DO PIAUI - SECRETARIA DE EDUCACAO,2263
06554968000146,MUNICIPIO DE SAO FELIX DO PIAUI,1191
01612678000198,MUNICIPIO DE SAO FRANCISCO DE ASSIS DO PIAUI,380
06553994000150,MUNICIPIO DE SAO FRANCISCO DO PIAUI,1193
01612607000195,MUNICIPIO DE SAO GONCALO DO GURGUEIA,382
06554828000178,MUNICIPIO DE SAO GONCALO DO PIAUI,1195
12066973000102,MUNICIPIO DE SAO JOAO DA CANABRAVA,1291
01612608000130,MUNICIPIO DE SAO JOAO DA FRONTEIRA,384
06554331000150,MUNICIPIO DE SAO JOAO DA SERRA,1197
01612676000107,MUNICIPIO DE SAO JOAO DA VARJOTA,386
01612609000184,MUNICIPIO DE SAO JOAO DO ARRAIAL,388
06553655000173,MUNICIPIO DE SAO JOAO DO PIAUI,1199
41522111000145,MUNICIPIO DE SAO JOSE DO DIVINO,2285
06554000000110,MUNICIPIO DE SAO JOSE DO PEIXE,1201
06553838000199,MUNICIPIO DE SAO JOSE DO PIAUI,1203
06553846000135,MUNICIPIO DE SAO JULIAO,1205
41522095000190,MUNICIPIO DE SAO LOURENCO DO PIAUI,2265
01519467000105,MUNICIPIO DE SAO LUIS DO PIAUI,390
01612623000188,MUNICIPIO DE SAO MIGUEL DA BAIXA GRANDE,392
10792434000125,MUNICIPIO DE SAO MIGUEL DO FIDALGO - SECRETARIA DE EDUCACAO,394
06716906000193,MUNICIPIO DE SAO MIGUEL DO TAPUIO,1207
06554810000176,MUNICIPIO DE SAO PEDRO DO PIAUI,1209
06772859000103,MUNICIPIO DE SAO RAIMUNDO NONATO,1211
01612805000159,MUNICIPIO DE SEBASTIAO BARROS,396
01612610000109,MUNICIPIO DE SEBASTIAO LEAL,398
41522129000147,MUNICIPIO DE SIGEFREDO PACHECO,1379
06553853000137,MUNICIPIO DE SIMOES,1213
06553952000119,MUNICIPIO DE SIMPLICIO MENDES,1215
06553671000166,MUNICIPIO DE SOCORRO DO PIAUI,1217
01612755000100,MUNICIPIO DE SUSSUAPARA,400
01616855000104,MUNICIPIO DE TAMBORIL DO PIAUI,402
01612616000186,MUNICIPIO DE TANQUE DO PIAUI,404
06554869000164,MUNICIPIO DE TERESINA,1219
06553606000130,MUNICIPIO DE UNIAO,1221
06985832000190,MUNICIPIO DE URUCUI,1223
06554737000132,MUNICIPIO DE VALENCA DO PIAUI,1225
41522103000107,MUNICIPIO DE VARZEA BRANCA,2267
06554950000144,MUNICIPIO DE VARZEA GRANDE,1227
01612615000131,MUNICIPIO DE VERA MENDES,406
07171840000166,SECRETARIA MUNICIPAL DE EDUCACAO,406
01612614000197,MUNICIPIO DE VILA NOVA DO PIAUI,408
01612612000106,MUNICIPIO DE WALL FERRAZ,410
75743567000157,MUNICIPIO DE ABATIA,7401
76105642000117,MUNICIPIO DE ADRIANOPOLIS,7403
76105667000110,MUNICIPIO DE AGUDOS DO SUL,7405
76105659000174,MUNICIPIO DE ALMIRANTE TAMANDARE,7407
78069143000147,MUNICIPIO DE ALTAMIRA DO PARANA,8455
95640736000130,MUNICIPIO DE ALTO PARAISO,5523
06076396000137,SECRETARIA MUNICIPAL DE EDUCACAO DE ALTO PARANA,7409
76247352000108,MUNICIPIO DE ALTO PIQUIRI,7411
81478059000191,MUNICIPIO DE ALTONIA,7951
11420927000105,AUTARQUIA MUNICIPAL DE EDUCACAO DE ALVORADA DO SUL,7413
75475038000110,MUNICIPIO DE AMAPORA,7415
77817054000179,MUNICIPIO DE AMPERE,7417
95594800000194,MUNICIPIO DE ANAHY,5463
76235761000194,MUNICIPIO DE ANDIRA,7419
95642286000115,MUNICIPIO DE ANGULO,5509
76022516000107,MUNICIPIO DE ANTONINA,7421
76020460000143,MUNICIPIO DE ANTONIO OLINTO,7423
11701924000131,AUTARQUIA MUNICIPAL DA EDUCACAO DE APUCARANA - A,7425
76958966000106,MUNICIPIO DE ARAPONGAS,7427
75658377000131,MUNICIPIO DE ARAPOTI,7429
12941905000145,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,830
01612388000144,MUNICIPIO DE ARAPUA,830
75359760000199,MUNICIPIO DE ARARUNA,7431
76105535000199,MUNICIPIO DE ARAUCARIA,7435
01612453000131,MUNICIPIO DE ARIRANHA DO IVAI,832
30478993000172,SECRETARIA MUNICIPAL DE EDUCACAO DE ASSAI-PR,7437
76208479000118,MUNICIPIO DE ASSIS CHATEAUBRIAND,7953
75743377000130,MUNICIPIO DE ASTORGA,7439
75731018000162,MUNICIPIO DE ATALAIA,7441
76105527000142,MUNICIPIO DE BALSA NOVA,7443
06076510000129,SECRETARIA DE EDUCACAO E CULTURA DE BANDEIRANTES,7445
06073876000144,"SECRETARIA MUNICIPAL DA EDUCACAO, CULTURA E ESPORTES DE BARBOSA FERRAZ",7447
